Resume,Job Description,Similarity Score
"Business Analyst skilled in sql, requirements gathering, data analysis, uml.","UX Designer skilled in user research, figma, wireframing, prototyping.",0.655867
"Backend Developer skilled in node.js, rest api, python, sql.","DevOps Engineer skilled in docker, kubernetes, ci/cd, aws.",0.622047
"Frontend Developer skilled in html, css, react, javascript.","Business Analyst skilled in sql, requirements gathering, data analysis, uml.",0.605973
"Mobile App Developer skilled in android, swift, react native, kotlin.","Business Analyst skilled in sql, requirements gathering, data analysis, uml.",0.59702
"Cloud Engineer skilled in cloud computing, azure, terraform, aws.","Data Engineer skilled in hadoop, etl, airflow, spark.",0.735067
"DevOps Engineer skilled in docker, aws, kubernetes, ci/cd.","System Administrator skilled in linux, vmware, networking, bash scripting.",0.628179
"UX Designer skilled in figma, prototyping, wireframing, user research.","Full Stack Developer skilled in javascript, node.js, react, python.",0.613325
"Backend Developer skilled in sql, rest api, python, node.js.","Software Engineer skilled in python, c++, java, oop.",0.606093
"Business Analyst skilled in uml, sql, data analysis, requirements gathering.","UX Designer skilled in wireframing, figma, user research, prototyping.",0.586387
"IT Support Specialist skilled in vpn, troubleshooting, windows, helpdesk.","AI Engineer skilled in deep learning, python, tensorflow, nlp.",0.616464
"Data Scientist skilled in python, machine learning, statistics, sql.","IT Support Specialist skilled in windows, vpn, helpdesk, troubleshooting.",0.598567
"Cloud Engineer skilled in aws, cloud computing, terraform, azure.","Cloud Engineer skilled in azure, aws, cloud computing, terraform.",0.781879
"Business Analyst skilled in data analysis, sql, uml, requirements gathering.","Full Stack Developer skilled in javascript, python, react, node.js.",0.678865
"AI Engineer skilled in tensorflow, nlp, deep learning, python.","Data Scientist skilled in machine learning, sql, python, statistics.",0.685154
"System Administrator skilled in networking, linux, vmware, bash scripting.","Software Engineer skilled in c++, oop, python, java.",0.692868
"Machine Learning Engineer skilled in tensorflow, pytorch, python, model deployment.","QA Engineer skilled in automation testing, python, selenium, test planning.",0.730915
"Software Engineer skilled in c++, python, oop, java.","QA Engineer skilled in python, automation testing, test planning, selenium.",0.712892
"Data Scientist skilled in sql, machine learning, statistics, python.","Frontend Developer skilled in react, javascript, css, html.",0.570577
"Network Engineer skilled in firewalls, switching, routing, tcp/ip.","Software Engineer skilled in oop, python, java, c++.",0.675251
"Frontend Developer skilled in css, javascript, react, html.","Business Analyst skilled in requirements gathering, data analysis, uml, sql.",0.67007
"DevOps Engineer skilled in docker, kubernetes, aws, ci/cd.","DevOps Engineer skilled in aws, ci/cd, kubernetes, docker.",0.763161
"Data Scientist skilled in statistics, sql, python, machine learning.","Data Scientist skilled in machine learning, sql, statistics, python.",0.864277
"Backend Developer skilled in rest api, sql, python, node.js.","AI Engineer skilled in python, nlp, tensorflow, deep learning.",0.714438
"System Administrator skilled in vmware, linux, networking, bash scripting.","QA Engineer skilled in selenium, python, test planning, automation testing.",0.673052
"Network Engineer skilled in firewalls, switching, tcp/ip, routing.","Business Analyst skilled in sql, uml, requirements gathering, data analysis.",0.596324
"Data Engineer skilled in spark, airflow, etl, hadoop.","IT Support Specialist skilled in helpdesk, troubleshooting, vpn, windows.",0.553994
"Cybersecurity Analyst skilled in linux, network security, python, encryption.","Software Engineer skilled in python, java, c++, oop.",0.707437
"Full Stack Developer skilled in node.js, python, react, javascript.","Database Administrator skilled in oracle, sql, backup, performance tuning.",0.643871
"Backend Developer skilled in sql, node.js, python, rest api.","Product Manager skilled in agile, scrum, data analysis, roadmap planning.",0.573177
"IT Support Specialist skilled in helpdesk, troubleshooting, windows, vpn.","Backend Developer skilled in node.js, sql, python, rest api.",0.630961
"Cloud Engineer skilled in azure, cloud computing, aws, terraform.","Cybersecurity Analyst skilled in network security, python, linux, encryption.",0.675567
"Full Stack Developer skilled in node.js, react, python, javascript.","System Administrator skilled in networking, vmware, linux, bash scripting.",0.688679
"Full Stack Developer skilled in python, javascript, node.js, react.","Cloud Engineer skilled in terraform, aws, cloud computing, azure.",0.670976
"Machine Learning Engineer skilled in model deployment, tensorflow, python, pytorch.","Mobile App Developer skilled in swift, android, react native, kotlin.",0.561264
"Business Analyst skilled in uml, sql, requirements gathering, data analysis.","Business Analyst skilled in uml, data analysis, sql, requirements gathering.",0.880065
"Software Engineer skilled in python, java, c++, oop.","Database Administrator skilled in sql, performance tuning, backup, oracle.",0.647171
"Product Manager skilled in scrum, roadmap planning, agile, data analysis.","System Administrator skilled in networking, linux, vmware, bash scripting.",0.642285
"Backend Developer skilled in sql, rest api, python, node.js.","Software Engineer skilled in python, oop, c++, java.",0.640673
"Mobile App Developer skilled in swift, kotlin, react native, android.","Frontend Developer skilled in react, css, html, javascript.",0.736866
"Software Engineer skilled in python, oop, java, c++.","AI Engineer skilled in deep learning, tensorflow, nlp, python.",0.747027
"System Administrator skilled in bash scripting, networking, linux, vmware.","Backend Developer skilled in node.js, sql, python, rest api.",0.611411
"Network Engineer skilled in firewalls, switching, routing, tcp/ip.","Cybersecurity Analyst skilled in network security, linux, python, encryption.",0.665579
"System Administrator skilled in bash scripting, linux, networking, vmware.","Cloud Engineer skilled in azure, terraform, aws, cloud computing.",0.583828
"DevOps Engineer skilled in docker, kubernetes, ci/cd, aws.","DevOps Engineer skilled in docker, ci/cd, aws, kubernetes.",0.896718
"Backend Developer skilled in rest api, node.js, sql, python.","Mobile App Developer skilled in android, swift, react native, kotlin.",0.726003
"Data Engineer skilled in hadoop, airflow, spark, etl.","Data Scientist skilled in machine learning, python, sql, statistics.",0.651048
"Software Engineer skilled in java, c++, oop, python.","DevOps Engineer skilled in aws, docker, ci/cd, kubernetes.",0.626008
"Machine Learning Engineer skilled in tensorflow, model deployment, pytorch, python.","System Administrator skilled in bash scripting, networking, vmware, linux.",0.686079
"System Administrator skilled in vmware, linux, networking, bash scripting.","Data Engineer skilled in airflow, etl, hadoop, spark.",0.665678
"AI Engineer skilled in tensorflow, nlp, python, deep learning.","Data Scientist skilled in machine learning, python, statistics, sql.",0.738808
"Cloud Engineer skilled in azure, cloud computing, aws, terraform.","Data Scientist skilled in python, sql, statistics, machine learning.",0.555835
"Frontend Developer skilled in html, css, react, javascript.","Business Analyst skilled in sql, requirements gathering, uml, data analysis.",0.592178
"System Administrator skilled in bash scripting, networking, vmware, linux.","Machine Learning Engineer skilled in tensorflow, pytorch, model deployment, python.",0.618903
"DevOps Engineer skilled in docker, aws, kubernetes, ci/cd.","DevOps Engineer skilled in kubernetes, ci/cd, docker, aws.",0.866258
"Data Scientist skilled in machine learning, sql, statistics, python.","Network Engineer skilled in routing, firewalls, switching, tcp/ip.",0.655337
"AI Engineer skilled in python, nlp, tensorflow, deep learning.","Network Engineer skilled in firewalls, tcp/ip, switching, routing.",0.628212
"DevOps Engineer skilled in kubernetes, docker, ci/cd, aws.","Data Engineer skilled in etl, airflow, hadoop, spark.",0.681217
"Data Scientist skilled in statistics, sql, machine learning, python.","Frontend Developer skilled in css, javascript, react, html.",0.603009
"DevOps Engineer skilled in docker, aws, kubernetes, ci/cd.","IT Support Specialist skilled in windows, troubleshooting, helpdesk, vpn.",0.551999
"Cloud Engineer skilled in terraform, azure, aws, cloud computing.","Database Administrator skilled in backup, performance tuning, sql, oracle.",0.588409
"Mobile App Developer skilled in react native, swift, android, kotlin.","Software Engineer skilled in c++, java, python, oop.",0.684583
"Mobile App Developer skilled in react native, swift, android, kotlin.","Mobile App Developer skilled in android, react native, swift, kotlin.",1.072219
"Cybersecurity Analyst skilled in linux, network security, encryption, python.","Software Engineer skilled in java, oop, c++, python.",0.669009
"IT Support Specialist skilled in vpn, helpdesk, windows, troubleshooting.","System Administrator skilled in bash scripting, vmware, networking, linux.",0.59577
"IT Support Specialist skilled in helpdesk, troubleshooting, vpn, windows.","UX Designer skilled in prototyping, user research, wireframing, figma.",0.568842
"Business Analyst skilled in requirements gathering, data analysis, sql, uml.","Data Engineer skilled in etl, hadoop, airflow, spark.",0.709383
"System Administrator skilled in linux, networking, bash scripting, vmware.","Backend Developer skilled in python, node.js, sql, rest api.",0.554321
"AI Engineer skilled in deep learning, python, nlp, tensorflow.","Product Manager skilled in scrum, agile, roadmap planning, data analysis.",0.576246
"Database Administrator skilled in backup, sql, performance tuning, oracle.","Full Stack Developer skilled in node.js, react, javascript, python.",0.68644
"Database Administrator skilled in performance tuning, sql, backup, oracle.","Cybersecurity Analyst skilled in linux, network security, encryption, python.",0.593819
"Data Engineer skilled in etl, hadoop, airflow, spark.","UX Designer skilled in figma, wireframing, user research, prototyping.",0.655025
"QA Engineer skilled in python, automation testing, selenium, test planning.","Database Administrator skilled in backup, oracle, sql, performance tuning.",0.668748
"Business Analyst skilled in requirements gathering, data analysis, uml, sql.","Software Engineer skilled in oop, java, python, c++.",0.669313
"Machine Learning Engineer skilled in model deployment, python, pytorch, tensorflow.","Software Engineer skilled in oop, c++, python, java.",0.718058
"Full Stack Developer skilled in node.js, react, python, javascript.","Product Manager skilled in agile, roadmap planning, scrum, data analysis.",0.604972
"System Administrator skilled in bash scripting, networking, vmware, linux.","Full Stack Developer skilled in node.js, react, javascript, python.",0.638591
"Frontend Developer skilled in react, html, css, javascript.","Cybersecurity Analyst skilled in network security, encryption, linux, python.",0.67388
"AI Engineer skilled in nlp, deep learning, tensorflow, python.","Backend Developer skilled in node.js, sql, python, rest api.",0.596744
"Network Engineer skilled in tcp/ip, switching, routing, firewalls.","DevOps Engineer skilled in kubernetes, ci/cd, docker, aws.",0.606532
"UX Designer skilled in prototyping, wireframing, figma, user research.","Data Engineer skilled in spark, etl, hadoop, airflow.",0.662943
"Database Administrator skilled in backup, oracle, sql, performance tuning.","Frontend Developer skilled in javascript, html, css, react.",0.669737
"QA Engineer skilled in python, selenium, automation testing, test planning.","QA Engineer skilled in test planning, automation testing, selenium, python.",0.859678
"Network Engineer skilled in firewalls, switching, routing, tcp/ip.","Cloud Engineer skilled in aws, terraform, cloud computing, azure.",0.740727
"Cybersecurity Analyst skilled in linux, encryption, python, network security.","IT Support Specialist skilled in helpdesk, vpn, troubleshooting, windows.",0.698713
"Database Administrator skilled in backup, oracle, sql, performance tuning.","QA Engineer skilled in selenium, automation testing, test planning, python.",0.612717
"Software Engineer skilled in oop, c++, java, python.","Data Scientist skilled in machine learning, sql, python, statistics.",0.679936
"Product Manager skilled in data analysis, roadmap planning, scrum, agile.","Cybersecurity Analyst skilled in encryption, linux, python, network security.",0.605974
"Software Engineer skilled in c++, java, oop, python.","System Administrator skilled in networking, bash scripting, linux, vmware.",0.566405
"Full Stack Developer skilled in javascript, react, node.js, python.","System Administrator skilled in vmware, linux, networking, bash scripting.",0.691619
"Data Scientist skilled in statistics, machine learning, sql, python.","Frontend Developer skilled in javascript, html, react, css.",0.622673
"Data Engineer skilled in airflow, spark, hadoop, etl.","DevOps Engineer skilled in aws, kubernetes, ci/cd, docker.",0.742385
"Machine Learning Engineer skilled in pytorch, model deployment, tensorflow, python.","IT Support Specialist skilled in windows, vpn, troubleshooting, helpdesk.",0.6314
"Data Engineer skilled in spark, etl, airflow, hadoop.","Mobile App Developer skilled in swift, android, react native, kotlin.",0.647602
"System Administrator skilled in bash scripting, linux, vmware, networking.","IT Support Specialist skilled in troubleshooting, helpdesk, vpn, windows.",0.608884
"Cloud Engineer skilled in cloud computing, terraform, aws, azure.","Software Engineer skilled in java, oop, python, c++.",0.706622
"System Administrator skilled in networking, vmware, linux, bash scripting.","Mobile App Developer skilled in swift, kotlin, react native, android.",0.6347
"Machine Learning Engineer skilled in tensorflow, model deployment, pytorch, python.","Cloud Engineer skilled in aws, azure, cloud computing, terraform.",0.740681
"Business Analyst skilled in uml, data analysis, requirements gathering, sql.","QA Engineer skilled in selenium, test planning, python, automation testing.",0.62044
"Cybersecurity Analyst skilled in linux, network security, python, encryption.","Mobile App Developer skilled in react native, swift, kotlin, android.",0.658952
"Machine Learning Engineer skilled in python, pytorch, model deployment, tensorflow.","QA Engineer skilled in test planning, selenium, automation testing, python.",0.636648
"Cybersecurity Analyst skilled in encryption, network security, python, linux.","Business Analyst skilled in sql, requirements gathering, data analysis, uml.",0.620416
"Backend Developer skilled in node.js, sql, rest api, python.","IT Support Specialist skilled in windows, helpdesk, vpn, troubleshooting.",0.661625
"Product Manager skilled in scrum, agile, data analysis, roadmap planning.","Software Engineer skilled in c++, java, oop, python.",0.657366
"Mobile App Developer skilled in kotlin, android, react native, swift.","Mobile App Developer skilled in swift, react native, android, kotlin.",0.914987
"UX Designer skilled in user research, wireframing, figma, prototyping.","Data Scientist skilled in statistics, python, machine learning, sql.",0.670175
"Backend Developer skilled in python, sql, node.js, rest api.","System Administrator skilled in bash scripting, linux, networking, vmware.",0.597676
"Software Engineer skilled in oop, java, python, c++.","Backend Developer skilled in node.js, python, sql, rest api.",0.654672
"Data Scientist skilled in sql, python, statistics, machine learning.","Backend Developer skilled in node.js, python, rest api, sql.",0.669
"Business Analyst skilled in data analysis, requirements gathering, sql, uml.","Business Analyst skilled in sql, data analysis, uml, requirements gathering.",0.952745
"Cybersecurity Analyst skilled in encryption, linux, network security, python.","Database Administrator skilled in sql, oracle, performance tuning, backup.",0.593734
"IT Support Specialist skilled in vpn, windows, troubleshooting, helpdesk.","System Administrator skilled in vmware, linux, networking, bash scripting.",0.675321
"System Administrator skilled in bash scripting, vmware, networking, linux.","Backend Developer skilled in python, rest api, node.js, sql.",0.63455
"Cloud Engineer skilled in aws, azure, cloud computing, terraform.","QA Engineer skilled in python, test planning, automation testing, selenium.",0.734997
"QA Engineer skilled in test planning, python, automation testing, selenium.","QA Engineer skilled in selenium, python, test planning, automation testing.",0.900188
"Product Manager skilled in roadmap planning, scrum, data analysis, agile.","Product Manager skilled in roadmap planning, agile, scrum, data analysis.",0.999465
"Network Engineer skilled in tcp/ip, routing, switching, firewalls.","Cybersecurity Analyst skilled in python, network security, encryption, linux.",0.625667
"Data Scientist skilled in python, statistics, sql, machine learning.","Mobile App Developer skilled in kotlin, swift, react native, android.",0.654123
"Frontend Developer skilled in javascript, html, css, react.","System Administrator skilled in vmware, bash scripting, linux, networking.",0.667732
"Business Analyst skilled in sql, requirements gathering, data analysis, uml.","Network Engineer skilled in routing, firewalls, switching, tcp/ip.",0.67558
"Frontend Developer skilled in css, react, javascript, html.","IT Support Specialist skilled in vpn, windows, troubleshooting, helpdesk.",0.630071
"QA Engineer skilled in python, automation testing, test planning, selenium.","IT Support Specialist skilled in windows, vpn, troubleshooting, helpdesk.",0.660777
"AI Engineer skilled in nlp, deep learning, python, tensorflow.","QA Engineer skilled in python, automation testing, test planning, selenium.",0.770019
"Backend Developer skilled in rest api, python, sql, node.js.","Cybersecurity Analyst skilled in linux, encryption, network security, python.",0.699984
"Software Engineer skilled in c++, python, java, oop.","Cloud Engineer skilled in terraform, azure, aws, cloud computing.",0.604651
"UX Designer skilled in wireframing, prototyping, user research, figma.","Network Engineer skilled in routing, firewalls, tcp/ip, switching.",0.695604
"Cloud Engineer skilled in aws, azure, cloud computing, terraform.","Network Engineer skilled in tcp/ip, routing, switching, firewalls.",0.718634
"Cybersecurity Analyst skilled in python, linux, network security, encryption.","Machine Learning Engineer skilled in python, model deployment, tensorflow, pytorch.",0.60875
"Cybersecurity Analyst skilled in linux, encryption, network security, python.","Software Engineer skilled in java, python, oop, c++.",0.659139
"Cloud Engineer skilled in azure, aws, cloud computing, terraform.","UX Designer skilled in wireframing, figma, user research, prototyping.",0.582264
"Machine Learning Engineer skilled in model deployment, python, pytorch, tensorflow.","Machine Learning Engineer skilled in model deployment, tensorflow, pytorch, python.",0.956983
"UX Designer skilled in prototyping, wireframing, user research, figma.","IT Support Specialist skilled in troubleshooting, windows, vpn, helpdesk.",0.56092
"Full Stack Developer skilled in react, python, node.js, javascript.","Business Analyst skilled in data analysis, requirements gathering, sql, uml.",0.573113
"Frontend Developer skilled in javascript, css, react, html.","System Administrator skilled in bash scripting, linux, vmware, networking.",0.681518
"System Administrator skilled in vmware, linux, bash scripting, networking.","Network Engineer skilled in switching, tcp/ip, routing, firewalls.",0.583426
"IT Support Specialist skilled in troubleshooting, windows, vpn, helpdesk.","Frontend Developer skilled in css, react, html, javascript.",0.599559
"DevOps Engineer skilled in kubernetes, docker, aws, ci/cd.","QA Engineer skilled in automation testing, python, selenium, test planning.",0.603185
"QA Engineer skilled in python, automation testing, selenium, test planning.","Database Administrator skilled in performance tuning, oracle, backup, sql.",0.657202
"Full Stack Developer skilled in javascript, node.js, react, python.","Software Engineer skilled in java, oop, c++, python.",0.640658
"DevOps Engineer skilled in aws, ci/cd, kubernetes, docker.","Network Engineer skilled in switching, firewalls, tcp/ip, routing.",0.734342
"Cybersecurity Analyst skilled in python, linux, network security, encryption.","Database Administrator skilled in oracle, backup, performance tuning, sql.",0.558722
"System Administrator skilled in linux, networking, bash scripting, vmware.","Frontend Developer skilled in javascript, html, css, react.",0.699446
"Business Analyst skilled in sql, requirements gathering, data analysis, uml.","Business Analyst skilled in uml, requirements gathering, sql, data analysis.",0.896836
"Cybersecurity Analyst skilled in network security, encryption, python, linux.","UX Designer skilled in prototyping, figma, user research, wireframing.",0.568615
"Business Analyst skilled in data analysis, sql, requirements gathering, uml.","Backend Developer skilled in rest api, node.js, sql, python.",0.699088
"Mobile App Developer skilled in react native, kotlin, android, swift.","Frontend Developer skilled in javascript, react, css, html.",0.606035
"Software Engineer skilled in python, oop, c++, java.","Mobile App Developer skilled in swift, kotlin, react native, android.",0.551488
"Business Analyst skilled in uml, sql, requirements gathering, data analysis.","IT Support Specialist skilled in windows, helpdesk, troubleshooting, vpn.",0.698576
"Data Scientist skilled in python, statistics, machine learning, sql.","Product Manager skilled in agile, data analysis, scrum, roadmap planning.",0.73804
"Data Scientist skilled in sql, python, machine learning, statistics.","Software Engineer skilled in c++, oop, java, python.",0.603364
"Full Stack Developer skilled in javascript, react, node.js, python.","System Administrator skilled in linux, networking, bash scripting, vmware.",0.6604
"Full Stack Developer skilled in react, javascript, node.js, python.","IT Support Specialist skilled in vpn, troubleshooting, helpdesk, windows.",0.655923
"Frontend Developer skilled in html, css, javascript, react.","Full Stack Developer skilled in python, node.js, javascript, react.",0.834515
"Data Scientist skilled in sql, machine learning, python, statistics.","DevOps Engineer skilled in docker, kubernetes, ci/cd, aws.",0.638883
"QA Engineer skilled in selenium, automation testing, test planning, python.","Full Stack Developer skilled in node.js, python, javascript, react.",0.697779
"DevOps Engineer skilled in ci/cd, aws, docker, kubernetes.","Data Engineer skilled in hadoop, airflow, etl, spark.",0.627232
"Software Engineer skilled in java, python, oop, c++.","Database Administrator skilled in sql, oracle, backup, performance tuning.",0.661251
"Frontend Developer skilled in css, html, react, javascript.","Data Scientist skilled in machine learning, statistics, sql, python.",0.559683
"Software Engineer skilled in java, c++, oop, python.","IT Support Specialist skilled in helpdesk, vpn, windows, troubleshooting.",0.665229
"Cloud Engineer skilled in aws, azure, terraform, cloud computing.","Network Engineer skilled in firewalls, routing, switching, tcp/ip.",0.695237
"System Administrator skilled in bash scripting, vmware, networking, linux.","Cloud Engineer skilled in cloud computing, aws, terraform, azure.",0.556869
"Cybersecurity Analyst skilled in python, linux, encryption, network security.","Business Analyst skilled in requirements gathering, sql, data analysis, uml.",0.686311
"Frontend Developer skilled in html, css, javascript, react.","Mobile App Developer skilled in swift, android, react native, kotlin.",0.677311
"Mobile App Developer skilled in swift, android, react native, kotlin.","IT Support Specialist skilled in helpdesk, vpn, troubleshooting, windows.",0.566271
"System Administrator skilled in linux, vmware, bash scripting, networking.","Network Engineer skilled in routing, switching, tcp/ip, firewalls.",0.614554
"Business Analyst skilled in sql, uml, requirements gathering, data analysis.","Database Administrator skilled in oracle, backup, sql, performance tuning.",0.658516
"Software Engineer skilled in c++, python, java, oop.","IT Support Specialist skilled in troubleshooting, windows, helpdesk, vpn.",0.574887
"Frontend Developer skilled in react, javascript, css, html.","Mobile App Developer skilled in kotlin, react native, android, swift.",0.646221
"Full Stack Developer skilled in node.js, react, python, javascript.","Product Manager skilled in roadmap planning, agile, scrum, data analysis.",0.666762
"Backend Developer skilled in rest api, python, sql, node.js.","System Administrator skilled in bash scripting, linux, vmware, networking.",0.650917
"Full Stack Developer skilled in node.js, python, react, javascript.","Full Stack Developer skilled in node.js, react, javascript, python.",0.901091
"Product Manager skilled in roadmap planning, data analysis, agile, scrum.","UX Designer skilled in figma, prototyping, user research, wireframing.",0.590999
"Backend Developer skilled in python, rest api, sql, node.js.","Frontend Developer skilled in html, react, javascript, css.",0.70096
"Data Scientist skilled in sql, statistics, machine learning, python.","Data Engineer skilled in hadoop, spark, etl, airflow.",0.716223
"Data Engineer skilled in etl, hadoop, airflow, spark.","UX Designer skilled in prototyping, wireframing, figma, user research.",0.689459
"Backend Developer skilled in python, rest api, node.js, sql.","Machine Learning Engineer skilled in pytorch, python, tensorflow, model deployment.",0.729742
"Business Analyst skilled in uml, sql, requirements gathering, data analysis.","Full Stack Developer skilled in javascript, react, node.js, python.",0.556371
"Product Manager skilled in scrum, roadmap planning, agile, data analysis.","DevOps Engineer skilled in ci/cd, kubernetes, aws, docker.",0.586315
"Cloud Engineer skilled in terraform, azure, cloud computing, aws.","Data Engineer skilled in spark, etl, airflow, hadoop.",0.708878
"Cybersecurity Analyst skilled in encryption, python, network security, linux.","QA Engineer skilled in selenium, python, automation testing, test planning.",0.601689
"Product Manager skilled in agile, scrum, data analysis, roadmap planning.","Business Analyst skilled in sql, uml, data analysis, requirements gathering.",0.759948
"Business Analyst skilled in data analysis, requirements gathering, sql, uml.","AI Engineer skilled in nlp, python, tensorflow, deep learning.",0.632828
"QA Engineer skilled in python, automation testing, test planning, selenium.","Business Analyst skilled in data analysis, requirements gathering, sql, uml.",0.69831
"IT Support Specialist skilled in troubleshooting, vpn, windows, helpdesk.","System Administrator skilled in networking, bash scripting, linux, vmware.",0.626379
"Network Engineer skilled in routing, switching, firewalls, tcp/ip.","Machine Learning Engineer skilled in pytorch, python, model deployment, tensorflow.",0.652642
"Database Administrator skilled in oracle, sql, performance tuning, backup.","Software Engineer skilled in python, c++, java, oop.",0.611538
"Data Scientist skilled in machine learning, python, sql, statistics.","Full Stack Developer skilled in javascript, react, python, node.js.",0.727472
"Mobile App Developer skilled in kotlin, react native, swift, android.","Machine Learning Engineer skilled in model deployment, python, tensorflow, pytorch.",0.656015
"Mobile App Developer skilled in kotlin, react native, android, swift.","Frontend Developer skilled in html, css, javascript, react.",0.62274
"DevOps Engineer skilled in docker, kubernetes, aws, ci/cd.","Network Engineer skilled in firewalls, switching, tcp/ip, routing.",0.721401
"Cloud Engineer skilled in aws, terraform, cloud computing, azure.","Product Manager skilled in roadmap planning, agile, data analysis, scrum.",0.671376
"Full Stack Developer skilled in react, javascript, node.js, python.","Cloud Engineer skilled in terraform, azure, cloud computing, aws.",0.694464
"Full Stack Developer skilled in node.js, react, javascript, python.","Machine Learning Engineer skilled in pytorch, model deployment, python, tensorflow.",0.604075
"Mobile App Developer skilled in android, react native, swift, kotlin.","Full Stack Developer skilled in javascript, node.js, react, python.",0.741219
"Cloud Engineer skilled in azure, terraform, aws, cloud computing.","AI Engineer skilled in python, nlp, tensorflow, deep learning.",0.664548
"Data Engineer skilled in etl, airflow, hadoop, spark.","QA Engineer skilled in python, selenium, test planning, automation testing.",0.701574
"Backend Developer skilled in python, rest api, sql, node.js.","Software Engineer skilled in oop, c++, java, python.",0.563039
"System Administrator skilled in linux, vmware, bash scripting, networking.","Cybersecurity Analyst skilled in network security, encryption, linux, python.",0.710877
"Machine Learning Engineer skilled in model deployment, pytorch, python, tensorflow.","Cloud Engineer skilled in aws, terraform, cloud computing, azure.",0.685875
"IT Support Specialist skilled in helpdesk, troubleshooting, vpn, windows.","System Administrator skilled in bash scripting, linux, vmware, networking.",0.566761
"Machine Learning Engineer skilled in python, tensorflow, pytorch, model deployment.","IT Support Specialist skilled in helpdesk, vpn, windows, troubleshooting.",0.64705
"Cloud Engineer skilled in terraform, azure, cloud computing, aws.","Product Manager skilled in roadmap planning, agile, scrum, data analysis.",0.667764
"Data Scientist skilled in sql, statistics, python, machine learning.","UX Designer skilled in figma, wireframing, user research, prototyping.",0.564392
"Product Manager skilled in agile, roadmap planning, data analysis, scrum.","Database Administrator skilled in performance tuning, sql, oracle, backup.",0.636921
"Cloud Engineer skilled in cloud computing, aws, terraform, azure.","Machine Learning Engineer skilled in tensorflow, model deployment, pytorch, python.",0.723115
"Full Stack Developer skilled in javascript, python, node.js, react.","Database Administrator skilled in oracle, sql, backup, performance tuning.",0.618125
"Frontend Developer skilled in css, javascript, html, react.","Backend Developer skilled in sql, node.js, rest api, python.",0.657091
"Data Engineer skilled in spark, airflow, hadoop, etl.","IT Support Specialist skilled in troubleshooting, vpn, helpdesk, windows.",0.564571
"Database Administrator skilled in oracle, performance tuning, backup, sql.","Cloud Engineer skilled in terraform, aws, cloud computing, azure.",0.566796
"AI Engineer skilled in tensorflow, python, deep learning, nlp.","Database Administrator skilled in oracle, sql, backup, performance tuning.",0.64914
"Frontend Developer skilled in html, css, react, javascript.","UX Designer skilled in prototyping, figma, user research, wireframing.",0.579263
"Cybersecurity Analyst skilled in network security, encryption, python, linux.","Data Scientist skilled in sql, machine learning, python, statistics.",0.603532
"DevOps Engineer skilled in aws, ci/cd, kubernetes, docker.","UX Designer skilled in user research, prototyping, figma, wireframing.",0.686814
"Backend Developer skilled in node.js, python, sql, rest api.","Data Scientist skilled in statistics, machine learning, python, sql.",0.646897
"Network Engineer skilled in firewalls, routing, switching, tcp/ip.","DevOps Engineer skilled in ci/cd, kubernetes, aws, docker.",0.702826
"Business Analyst skilled in data analysis, sql, requirements gathering, uml.","Database Administrator skilled in performance tuning, sql, backup, oracle.",0.676807
"Software Engineer skilled in oop, java, c++, python.","UX Designer skilled in wireframing, figma, user research, prototyping.",0.686809
"AI Engineer skilled in nlp, tensorflow, deep learning, python.","Data Scientist skilled in sql, statistics, machine learning, python.",0.750852
"Software Engineer skilled in c++, java, oop, python.","Cloud Engineer skilled in aws, azure, terraform, cloud computing.",0.638313
"IT Support Specialist skilled in troubleshooting, windows, vpn, helpdesk.","Machine Learning Engineer skilled in pytorch, python, tensorflow, model deployment.",0.681185
"Data Engineer skilled in etl, hadoop, spark, airflow.","Full Stack Developer skilled in react, python, javascript, node.js.",0.604156
"Mobile App Developer skilled in react native, swift, kotlin, android.","Database Administrator skilled in performance tuning, oracle, sql, backup.",0.66515
"Database Administrator skilled in backup, performance tuning, oracle, sql.","DevOps Engineer skilled in ci/cd, docker, aws, kubernetes.",0.651993
"Cybersecurity Analyst skilled in python, network security, encryption, linux.","AI Engineer skilled in python, tensorflow, nlp, deep learning.",0.631632
"Mobile App Developer skilled in swift, react native, android, kotlin.","Data Engineer skilled in airflow, spark, hadoop, etl.",0.643462
"Data Engineer skilled in hadoop, etl, airflow, spark.","DevOps Engineer skilled in kubernetes, docker, ci/cd, aws.",0.618673
"Network Engineer skilled in tcp/ip, routing, switching, firewalls.","DevOps Engineer skilled in docker, aws, ci/cd, kubernetes.",0.605789
"Software Engineer skilled in java, python, c++, oop.","Full Stack Developer skilled in python, javascript, react, node.js.",0.611669
"Cloud Engineer skilled in cloud computing, azure, aws, terraform.","System Administrator skilled in vmware, bash scripting, networking, linux.",0.571088
"Product Manager skilled in agile, scrum, roadmap planning, data analysis.","Software Engineer skilled in oop, java, python, c++.",0.660169
"Database Administrator skilled in backup, sql, oracle, performance tuning.","AI Engineer skilled in python, tensorflow, deep learning, nlp.",0.566784
"AI Engineer skilled in tensorflow, deep learning, python, nlp.","Cloud Engineer skilled in cloud computing, aws, terraform, azure.",0.701213
"AI Engineer skilled in python, deep learning, nlp, tensorflow.","Full Stack Developer skilled in react, python, node.js, javascript.",0.726754
